,case_identifier,inputstate_2016,healthcov2_2016,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
5814,65618975,Wisconsin,I have private insurance or belong to an HMO.,High school graduate,Married,Prefer not to say,Gary Johnson
5815,65621042,Illinois,I have private insurance or belong to an HMO.,Some college,Single,"$80,000 - $99,999",Donald Trump
5816,65621699,Nevada,I have private insurance or belong to an HMO.,4-year,Single,"$50,000 - $59,999",Donald Trump
5817,65624534,New York,Other,2-year,Married,"$40,000 - $49,999",Donald Trump
5818,65626202,Arizona,I have private insurance or belong to an HMO.,4-year,Single,"$120,000 - $149,999",Gary Johnson
5819,65633645,Oklahoma,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$30,000 - $39,999",Donald Trump
5820,65635145,California,,High school graduate,Single,Prefer not to say,Donald Trump
5821,65645990,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$50,000 - $59,999",Donald Trump
5822,65654558,Michigan,Other,Some college,Married,"$60,000 - $69,999",Donald Trump
5823,65655227,Illinois,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",
5824,65664326,Wyoming,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,Prefer not to say,Donald Trump
5825,65667155,California,I have private insurance or belong to an HMO.,4-year,Married,"$500,000 or more",
5826,65674841,Pennsylvania,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
5827,65679794,North Carolina,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
5828,65679887,Maryland,Other,Post-grad,Widowed,"$100,000 - $119,999",Hillary Clinton
5829,65680709,Kansas,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,
5830,65682464,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$80,000 - $99,999",Hillary Clinton
5831,65684738,California,Don't know,Some college,Domestic partnership,"$20,000 - $29,999",Donald Trump
5832,65687495,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$50,000 - $59,999",
5833,65690402,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
5834,65696711,Florida,I have private insurance or belong to an HMO.,4-year,Married,"$30,000 - $39,999",Hillary Clinton
5835,65706062,California,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",Gary Johnson
5836,65706197,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$150,000 or more",Hillary Clinton
5837,65710295,Arkansas,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$40,000 - $49,999",Donald Trump
5838,65710640,Oregon,I have private insurance or belong to an HMO.,High school graduate,Single,"$70,000 - $79,999",Donald Trump
5839,65712398,Mississippi,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",
5840,65713121,New Jersey,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Donald Trump
5841,65722865,Texas,Other,Some college,Married,"$40,000 - $49,999",Donald Trump
5842,65734715,South Carolina,Don't know,4-year,Single,Prefer not to say,Donald Trump
5843,65738759,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$50,000 - $59,999",Hillary Clinton
5844,65758673,Utah,I have private insurance or belong to an HMO.,Some college,Married,"$60,000 - $69,999",Donald Trump
5845,65777414,Indiana,I have private insurance or belong to an HMO.,Some college,Single,"$80,000 - $99,999",Donald Trump
5846,65778830,Colorado,Other,4-year,Married,"$200,000 - $249,999",Donald Trump
5847,65787968,Kentucky,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Hillary Clinton
5848,65795507,Massachusetts,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
5849,65831072,North Carolina,I have private insurance or belong to an HMO.,4-year,Single,"$20,000 - $29,999",
5850,65847422,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$40,000 - $49,999",Donald Trump
5851,65848145,Colorado,,4-year,Married,Prefer not to say,Other
5852,65851766,Alabama,,2-year,Single,"$30,000 - $39,999",Hillary Clinton
5853,65878214,Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$70,000 - $79,999",Donald Trump
5854,65882849,North Carolina,Other,Some college,Domestic partnership,"$40,000 - $49,999",Hillary Clinton
5855,65886308,Missouri,Other,Post-grad,Married,"$250,000 - $349,999",Hillary Clinton
5856,65891762,Indiana,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$10,000 - $19,999",Hillary Clinton
5857,65893901,New York,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Hillary Clinton
5858,65896496,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Donald Trump
5859,65912723,California,Other,4-year,Married,"$120,000 - $149,999",Hillary Clinton
5860,65918126,California,I have private insurance or belong to an HMO.,4-year,Single,Prefer not to say,Donald Trump
5861,65928095,California,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
5862,65966180,Florida,I have private insurance or belong to an HMO.,High school graduate,Domestic partnership,"$20,000 - $29,999",Donald Trump
5863,66010007,Rhode Island,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$10,000 - $19,999",Hillary Clinton
5864,66037151,Ohio,I have private insurance or belong to an HMO.,Some college,Widowed,"$30,000 - $39,999",Gary Johnson
5865,66037652,California,I have private insurance or belong to an HMO.,2-year,Married,"$120,000 - $149,999",Hillary Clinton
5866,66045389,Wyoming,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,Prefer not to say,Donald Trump
5867,66060611,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$70,000 - $79,999",Donald Trump
5868,66066521,California,,Some college,Married,"$50,000 - $59,999",
5869,66073751,California,I have private insurance or belong to an HMO.,Post-grad,Divorced,Prefer not to say,Hillary Clinton
5870,66092561,Montana,I have private insurance or belong to an HMO.,2-year,Married,"$50,000 - $59,999",Hillary Clinton
5871,66114221,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Single,"$30,000 - $39,999",Donald Trump
5872,66115691,Missouri,I have private insurance or belong to an HMO.,Some college,Single,"$100,000 - $119,999",Gary Johnson
5873,66136373,California,Don't know,High school graduate,Married,"$60,000 - $69,999",Jill Stein
5874,66139322,New York,I have private insurance or belong to an HMO.,2-year,Divorced,"$120,000 - $149,999",Donald Trump
5875,66141257,Washington,,Some college,Single,"$60,000 - $69,999",Hillary Clinton
5876,66147542,Kansas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$50,000 - $59,999",Donald Trump
5877,66149147,Florida,I have private insurance or belong to an HMO.,High school graduate,Single,"$30,000 - $39,999",
5878,66163772,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Domestic partnership,"$70,000 - $79,999",Donald Trump
5879,66170063,Missouri,,Some college,Divorced,"Less than $10,000",Hillary Clinton
5880,66176873,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Single,Prefer not to say,Hillary Clinton
5881,66179885,California,Other,4-year,Single,"$10,000 - $19,999",Hillary Clinton
5882,66184115,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$30,000 - $39,999",Donald Trump
5883,66190550,Florida,Other,Some college,Married,"$50,000 - $59,999",Donald Trump
5884,66195005,Mississippi,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$10,000 - $19,999",Hillary Clinton
5885,66203258,California,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Hillary Clinton
5886,66229301,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$30,000 - $39,999",Hillary Clinton
5887,66238910,Pennsylvania,I have private insurance or belong to an HMO.,2-year,Married,"$50,000 - $59,999",Donald Trump
5888,66246059,Colorado,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Other
5889,66248129,California,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Donald Trump
5890,66249512,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Separated,Prefer not to say,Hillary Clinton
5891,66255554,Michigan,Other,2-year,Married,"$100,000 - $119,999",Hillary Clinton
5892,66262715,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$10,000 - $19,999",
5893,66266414,Tennessee,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Donald Trump
5894,66271586,New Jersey,,4-year,Divorced,"$20,000 - $29,999",Hillary Clinton
5895,66275600,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Separated,"$10,000 - $19,999",Hillary Clinton
5896,66293621,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$80,000 - $99,999",Donald Trump
5897,66312752,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$20,000 - $29,999",Hillary Clinton
5898,66313631,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,Prefer not to say,Donald Trump
5899,66319595,Georgia,I have private insurance or belong to an HMO.,Post-grad,Single,"$50,000 - $59,999",Hillary Clinton
5900,66330737,Indiana,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
5901,66346853,Illinois,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
5902,66386486,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$100,000 - $119,999",Donald Trump
5903,66392573,Pennsylvania,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Donald Trump
5904,66402110,New Jersey,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Hillary Clinton
5905,66428702,Indiana,I have private insurance or belong to an HMO.,Some college,Married,"$40,000 - $49,999",Hillary Clinton
5906,66436055,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Domestic partnership,"$50,000 - $59,999",Hillary Clinton
5907,66439973,Texas,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
5908,66446105,Texas,,No HS,Widowed,"$20,000 - $29,999",
5909,66447932,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$60,000 - $69,999",Donald Trump
5910,66448163,Connecticut,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$50,000 - $59,999",Donald Trump
5911,66465596,California,,High school graduate,Married,"$50,000 - $59,999",Donald Trump
5912,66473729,Minnesota,I have private insurance or belong to an HMO.,2-year,Divorced,Prefer not to say,Donald Trump
5913,66478730,Arizona,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Donald Trump
5914,66481919,Georgia,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Hillary Clinton
5915,66482843,Florida,Other,Post-grad,Married,Prefer not to say,Donald Trump
5916,66514358,California,I have private insurance or belong to an HMO.,4-year,Separated,"$60,000 - $69,999",Hillary Clinton
5917,66519569,Texas,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
5918,66533036,California,I have private insurance or belong to an HMO.,Post-grad,Widowed,"$150,000 - $199,999",Donald Trump
5919,66535820,Arkansas,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$40,000 - $49,999",Hillary Clinton
5920,66546452,Nevada,,4-year,Single,Prefer not to say,Other
5921,66555578,Pennsylvania,I have private insurance or belong to an HMO.,Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
5922,66564503,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$20,000 - $29,999",Donald Trump
5923,66566315,Illinois,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Other
5924,66567512,Alaska,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
5925,66569198,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$70,000 - $79,999",Donald Trump
5926,66570971,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,"$70,000 - $79,999",Donald Trump
5927,66573269,California,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$50,000 - $59,999",Hillary Clinton
5928,66587351,New Jersey,,High school graduate,Married,"$120,000 - $149,999",Donald Trump
5929,66614885,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"Less than $10,000",Hillary Clinton
5930,66618491,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Donald Trump
5931,66627971,District of Columbia,I have private insurance or belong to an HMO.,Post-grad,Single,"$120,000 - $149,999",Hillary Clinton
5932,66639386,Ohio,I have private insurance or belong to an HMO.,2-year,Married,"$50,000 - $59,999",Donald Trump
5933,66642752,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,Prefer not to say,
5934,66646325,Alabama,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$70,000 - $79,999",Hillary Clinton
5935,66660428,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
5936,66664298,North Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,Prefer not to say,Hillary Clinton
5937,66685451,Ohio,Other,4-year,Married,"$120,000 - $149,999",Donald Trump
5938,66700964,Washington,,Some college,Single,"$20,000 - $29,999",Donald Trump
5939,66706436,New York,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Donald Trump
5940,66713033,Indiana,I have private insurance or belong to an HMO.,High school graduate,Married,"$30,000 - $39,999",Hillary Clinton
5941,66724724,Colorado,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$60,000 - $69,999",Hillary Clinton
5942,66739841,Washington,I have private insurance or belong to an HMO.,High school graduate,Married,Prefer not to say,Donald Trump
5943,66743567,Nebraska,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Hillary Clinton
5944,66744830,California,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$70,000 - $79,999",Donald Trump
5945,66749285,Nebraska,,Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
5946,66768395,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$20,000 - $29,999",Hillary Clinton
5947,66768929,California,Other,2-year,Divorced,"$60,000 - $69,999",Donald Trump
5948,66783386,Indiana,,High school graduate,Married,"$70,000 - $79,999",Donald Trump
5949,66794249,New York,I have private insurance or belong to an HMO.,4-year,Single,"$150,000 - $199,999",Donald Trump
5950,66797249,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"Less than $10,000",Donald Trump
5951,66812243,Colorado,I have private insurance or belong to an HMO.,Post-grad,Single,"$50,000 - $59,999",Hillary Clinton
5952,66815408,Arizona,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Donald Trump
5953,66828029,Wisconsin,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Donald Trump
5954,66837539,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$10,000 - $19,999",Donald Trump
5955,66840263,Pennsylvania,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Donald Trump
5956,66842267,Maryland,,4-year,Married,"$350,000 - $499,999",Hillary Clinton
5957,66872399,Ohio,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Donald Trump
5958,66874325,New York,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Donald Trump
5959,66881255,Minnesota,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
5960,66889469,Ohio,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
5961,66890921,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
5962,66908615,Florida,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Donald Trump
5963,66910430,Washington,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Donald Trump
5964,66917885,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$120,000 - $149,999",Donald Trump
5965,66920486,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$80,000 - $99,999",Donald Trump
5966,66926000,New Mexico,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$70,000 - $79,999",Hillary Clinton
5967,66929510,South Carolina,I have private insurance or belong to an HMO.,High school graduate,Single,"$10,000 - $19,999",Hillary Clinton
5968,66935630,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$80,000 - $99,999",Donald Trump
5969,66938288,Washington,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
5970,66943304,North Carolina,I have private insurance or belong to an HMO.,High school graduate,Married,"$70,000 - $79,999",Donald Trump
5971,66946133,Wisconsin,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Other
5972,66956075,New Mexico,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
5973,66964700,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,Prefer not to say,Donald Trump
5974,66973904,Wisconsin,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
5975,66977891,Vermont,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Hillary Clinton
5976,66978233,Kansas,I have private insurance or belong to an HMO.,Some college,Married,"$500,000 or more",Donald Trump
5977,66982784,Florida,,2-year,Single,"$20,000 - $29,999",Hillary Clinton
5978,67002356,Missouri,I have private insurance or belong to an HMO.,High school graduate,Married,"$30,000 - $39,999",Hillary Clinton
5979,67010324,Illinois,,High school graduate,Married,"$70,000 - $79,999",Donald Trump
5980,67030325,Washington,I have private insurance or belong to an HMO.,High school graduate,Married,"$120,000 - $149,999",Donald Trump
5981,67031600,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
5982,67034048,Illinois,I have private insurance or belong to an HMO.,4-year,Single,"$60,000 - $69,999",Donald Trump
5983,67041269,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$70,000 - $79,999",Donald Trump
5984,67042490,Missouri,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Other
5985,67053491,Illinois,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Donald Trump
5986,67080500,Colorado,Other,2-year,Married,"$100,000 - $119,999",Donald Trump
5987,67118378,New York,I have private insurance or belong to an HMO.,High school graduate,Widowed,"$150,000 - $199,999",Hillary Clinton
5988,67134149,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$80,000 - $99,999",
5989,67136732,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$10,000 - $19,999",Hillary Clinton
5990,67137401,Illinois,I have private insurance or belong to an HMO.,2-year,Married,"$60,000 - $69,999",Hillary Clinton
5991,67137449,Colorado,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$10,000 - $19,999",
5992,67137581,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Separated,"$10,000 - $19,999",Did not vote for President
5993,67137824,Kansas,I have private insurance or belong to an HMO.,2-year,Married,"$120,000 - $149,999",Hillary Clinton
5994,67137839,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,"$10,000 - $19,999",Hillary Clinton
5995,67148180,Texas,I have private insurance or belong to an HMO.,High school graduate,Single,"$30,000 - $39,999",Donald Trump
5996,67156508,Minnesota,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Hillary Clinton
5997,67158917,Alabama,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$10,000 - $19,999",Hillary Clinton
5998,67187579,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$40,000 - $49,999",Donald Trump
5999,67208423,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$20,000 - $29,999",Donald Trump
6000,67212587,Florida,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
6001,67212869,Michigan,Other,Some college,Married,"$120,000 - $149,999",Donald Trump
6002,67220732,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,Prefer not to say,Hillary Clinton
6003,67223882,New York,I have private insurance or belong to an HMO.,4-year,Married,"$50,000 - $59,999",Hillary Clinton
6004,67237049,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$30,000 - $39,999",Donald Trump
6005,67239938,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$30,000 - $39,999",Hillary Clinton
6006,67242056,South Carolina,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
6007,67245986,Tennessee,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
6008,67250786,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$10,000 - $19,999",Hillary Clinton
6009,67262018,Iowa,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Domestic partnership,"$20,000 - $29,999",Hillary Clinton
6010,67269602,Texas,I have private insurance or belong to an HMO.,2-year,Married,"$150,000 - $199,999",Donald Trump
6011,67280102,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"$20,000 - $29,999",Hillary Clinton
6012,67287479,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$60,000 - $69,999",Donald Trump
6013,67288868,Ohio,Other,High school graduate,Single,Prefer not to say,Donald Trump
6014,67294190,North Carolina,I have private insurance or belong to an HMO.,Some college,Single,"$10,000 - $19,999",Donald Trump
6015,67295273,Virginia,I have private insurance or belong to an HMO.,2-year,Single,Prefer not to say,Donald Trump
6016,67297124,Tennessee,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$70,000 - $79,999",Hillary Clinton
6017,67298030,Louisiana,I have private insurance or belong to an HMO.,Some college,Married,"$70,000 - $79,999",Donald Trump
6018,67306880,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
6019,67314212,Iowa,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$40,000 - $49,999",Donald Trump
6020,67315862,Indiana,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$20,000 - $29,999",Donald Trump
6021,67335575,Florida,,Post-grad,Married,Prefer not to say,Donald Trump
6022,67349876,Wisconsin,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Single,Prefer not to say,Other
6023,67354106,Alabama,I have private insurance or belong to an HMO.,4-year,Married,"$70,000 - $79,999",Donald Trump
6024,67360949,North Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Hillary Clinton
6025,67361021,Mississippi,,2-year,Married,"$10,000 - $19,999",Hillary Clinton
6026,67362320,Georgia,I have private insurance or belong to an HMO.,2-year,Widowed,"$80,000 - $99,999",Hillary Clinton
6027,67366346,North Carolina,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$60,000 - $69,999",Donald Trump
6028,67366871,Indiana,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
6029,67367066,Wisconsin,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Hillary Clinton
6030,67367816,Missouri,I have private insurance or belong to an HMO.,Some college,Married,"$150,000 - $199,999",Donald Trump
6031,67371014,Arizona,Other,High school graduate,Married,"$20,000 - $29,999",
6032,67381742,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Single,"$30,000 - $39,999",Gary Johnson
6033,67384169,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$10,000 - $19,999",Hillary Clinton
6034,67387997,Texas,Other,Some college,Divorced,"$60,000 - $69,999",Hillary Clinton
6035,67388645,Arizona,I have private insurance or belong to an HMO.,Some college,Divorced,"$100,000 - $119,999",Donald Trump
6036,67392866,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$10,000 - $19,999",Donald Trump
6037,67413713,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$10,000 - $19,999",
6038,67426748,Alabama,I have private insurance or belong to an HMO.,4-year,Single,"$30,000 - $39,999",Hillary Clinton
6039,67428545,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,Prefer not to say,Hillary Clinton
6040,67434839,South Carolina,I have private insurance or belong to an HMO.,Post-grad,Single,"$70,000 - $79,999",Hillary Clinton
6041,67439498,West Virginia,I have private insurance or belong to an HMO.,High school graduate,Married,"$80,000 - $99,999",Hillary Clinton
6042,67450280,Colorado,I have private insurance or belong to an HMO.,2-year,Divorced,"$30,000 - $39,999",Donald Trump
6043,67451456,California,I have private insurance or belong to an HMO.,4-year,Divorced,"$80,000 - $99,999",Donald Trump
6044,67457321,New Jersey,I have private insurance or belong to an HMO.,High school graduate,Married,"$30,000 - $39,999",Hillary Clinton
6045,67470575,New Mexico,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$100,000 - $119,999",Donald Trump
6046,67477427,Indiana,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Donald Trump
6047,67484888,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,Prefer not to say,Donald Trump
6048,67502171,Michigan,,High school graduate,Single,Prefer not to say,Hillary Clinton
6049,67517735,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,"$40,000 - $49,999",Hillary Clinton
6050,67519577,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,"$60,000 - $69,999",Donald Trump
6051,67535336,Missouri,I have private insurance or belong to an HMO.,High school graduate,Married,"$120,000 - $149,999",Donald Trump
6052,67537469,Wisconsin,I have private insurance or belong to an HMO.,Some college,Divorced,"$20,000 - $29,999",Donald Trump
6053,67543784,Tennessee,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"$10,000 - $19,999",Hillary Clinton
6054,67580054,Indiana,Other,4-year,Married,"$60,000 - $69,999",Donald Trump
6055,67602695,New York,I have private insurance or belong to an HMO.,Post-grad,Widowed,"$120,000 - $149,999",Hillary Clinton
6056,67612889,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$40,000 - $49,999",
6057,67618526,Ohio,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
6058,67632545,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,Prefer not to say,Hillary Clinton
6059,67642187,California,Other,4-year,Married,"$50,000 - $59,999",Donald Trump
6060,67647092,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,Prefer not to say,Hillary Clinton
6061,67677299,Connecticut,I have private insurance or belong to an HMO.,High school graduate,Married,"$350,000 - $499,999",Donald Trump
6062,67703906,South Dakota,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Donald Trump
